戦略,利確pips,損切りpips,時間帯,曜日,ボラ条件,トレンド条件,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
トレンド押し目(EMA200+RSI40/60),8,10,東京(9-15時),全曜日,なし,レンジのみ,755,1.5,52.5,-418.7,7.99,-9.98,0.883,-528.0,7,277,1.6,53.8,-88.0,8.0,-10.0,0.931,-218.0,6,1.054,48.8,不採用
"MACDクロス(12,26,9)",20,10,NY(21-23時),全曜日,なし,トレンド順方向のみ,598,1.2,37.3,64.7,16.47,-9.62,1.018,-367.0,15,238,1.2,34.9,-43.5,17.8,-9.81,0.971,-175.3,11,0.954,48.8,不採用
"EMAクロス(10,50)",20,5,全時間,全曜日,なし,下降トレンドのみ,2176,2.6,20.0,-362.3,19.08,-4.99,0.958,-652.0,28,924,2.9,20.5,-41.1,19.2,-4.99,0.989,-390.3,29,1.032,48.8,不採用
トレンド押し目(EMA200+RSI40/60),15,5,全時間,全曜日,なし,レンジのみ,3000,2.9,23.8,-950.5,14.63,-4.99,0.917,-1253.3,22,1160,3.0,25.1,-62.5,14.68,-4.99,0.986,-334.4,23,1.075,48.8,不採用
"RSI逆張り(30,70)",10,5,ロンドン(16-21時),全曜日,なし,なし,1609,2.0,31.8,-387.9,9.96,-5.0,0.929,-492.9,20,556,2.1,32.6,-65.0,10.0,-5.0,0.965,-230.0,13,1.039,48.8,不採用
"EMAクロス(5,20)",5,5,22時台,全曜日,なし,上昇トレンドのみ,326,1.4,41.7,-255.4,5.0,-4.92,0.727,-265.4,10,131,1.4,45.0,-65.0,5.0,-5.0,0.819,-90.0,7,1.127,48.8,不採用
"EMAクロス(10,50)",15,20,全時間,全曜日,なし,下降トレンドのみ,1512,1.8,56.0,28.3,14.62,-18.57,1.002,-413.4,11,653,2.0,56.4,-44.6,14.73,-19.18,0.992,-719.5,8,0.99,48.7,不採用
"RSI逆張り(30,70)",8,10,9時台,全曜日,なし,なし,520,1.2,54.8,-70.0,8.0,-10.0,0.97,-178.0,8,193,1.3,53.9,-58.0,8.0,-10.0,0.935,-182.0,6,0.964,48.7,不採用
"EMAクロス(10,50)",8,5,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,488,1.5,37.7,-48.0,8.0,-5.0,0.968,-204.0,10,188,1.6,36.7,-44.8,7.97,-5.0,0.925,-140.0,8,0.956,48.7,不採用
"EMAクロス(10,50)",10,20,22時台,全曜日,なし,なし,329,1.1,59.6,-266.3,9.47,-15.96,0.875,-320.7,7,138,1.1,61.6,-108.1,9.57,-17.39,0.883,-149.9,3,1.009,48.6,不採用
"RSI逆張り(25,75)",5,15,東京(9-15時),全曜日,なし,上昇トレンドのみ,359,1.4,68.8,-445.0,5.0,-15.0,0.735,-540.0,5,120,1.4,70.8,-100.0,5.0,-15.0,0.81,-120.0,3,1.102,48.6,不採用
"MACDクロス(12,26,9)",8,15,9時台,全曜日,なし,レンジのみ,322,1.1,64.9,-15.1,8.0,-14.93,0.991,-179.1,3,107,1.1,63.6,-31.3,8.0,-14.75,0.946,-172.3,7,0.955,48.6,不採用
"EMAクロス(10,50)",20,20,10時台,全曜日,なし,なし,320,1.0,50.0,-34.5,19.12,-19.33,0.989,-465.0,6,108,1.1,48.1,-58.1,19.9,-19.52,0.947,-180.0,5,0.958,48.6,不採用
"RSI逆張り(30,70)",5,15,ロンドン(16-21時),全曜日,なし,レンジのみ,346,1.2,76.3,120.9,5.0,-14.62,1.101,-115.0,4,114,1.3,72.8,-50.0,5.0,-15.0,0.892,-110.0,3,0.81,48.6,不採用
トレンド押し目(EMA200+RSI40/60),8,20,NY(21-23時),全曜日,なし,なし,461,1.1,68.3,-81.4,7.83,-17.44,0.968,-430.9,5,207,1.3,65.7,-68.8,7.97,-16.24,0.94,-291.2,4,0.971,48.5,不採用
トレンド押し目(EMA200+RSI40/60),15,15,全時間,全曜日,なし,上昇トレンドのみ,1224,1.6,49.3,-92.7,14.51,-14.28,0.99,-847.7,7,463,1.6,49.2,-75.1,14.5,-14.38,0.978,-282.8,7,0.988,48.5,不採用
"RSI逆張り(30,70)",8,15,ロンドン(16-21時),全曜日,なし,なし,1303,1.7,63.9,-257.6,7.96,-14.66,0.963,-533.2,6,460,1.8,64.3,-81.0,7.98,-14.9,0.967,-338.0,6,1.004,48.4,不採用
"EMAクロス(5,20)",10,20,東京(9-15時),全曜日,なし,下降トレンドのみ,735,1.5,69.4,656.8,9.99,-19.72,1.148,-240.0,4,297,1.6,66.0,-48.5,9.94,-19.77,0.976,-260.0,5,0.85,48.4,不採用
"RSI逆張り(30,70)",15,20,東京(9-15時),全曜日,なし,なし,1487,1.7,55.7,-660.5,14.86,-19.67,0.949,-900.8,10,611,1.8,56.6,-91.7,14.91,-19.82,0.983,-634.5,6,1.036,48.4,不採用
"RSI逆張り(30,70)",10,10,9時台,全曜日,なし,なし,520,1.2,50.2,20.0,10.0,-10.0,1.008,-210.0,8,192,1.2,49.0,-40.0,10.0,-10.0,0.959,-230.0,7,0.951,48.4,不採用
"MACDクロス(12,26,9)",15,5,東京(9-15時),全曜日,なし,トレンド順方向のみ,1354,1.7,26.4,359.6,14.97,-5.0,1.072,-280.0,23,568,1.9,24.6,-40.0,15.0,-5.0,0.981,-205.0,14,0.915,48.4,不採用
"RSI逆張り(30,70)",8,10,21時台,全曜日,なし,なし,418,1.1,54.5,-81.7,7.92,-9.93,0.957,-193.7,9,142,1.2,52.8,-60.0,8.0,-9.85,0.909,-182.0,4,0.95,48.4,不採用
"RSI逆張り(30,70)",8,10,22時台,全曜日,なし,なし,485,1.2,52.8,-234.7,7.81,-9.76,0.895,-404.4,8,158,1.2,53.2,-69.1,7.93,-9.94,0.906,-153.2,6,1.012,48.4,不採用
トレンド押し目(EMA200+RSI40/60),5,20,NY(21-23時),全曜日,なし,なし,488,1.2,77.9,-33.7,4.97,-17.79,0.982,-387.2,3,214,1.3,76.2,-70.8,5.0,-17.37,0.92,-240.7,3,0.937,48.3,不採用
"MACDクロス(12,26,9)",10,10,NY(21-23時),全曜日,なし,上昇トレンドのみ,713,1.5,50.2,-20.6,9.5,-9.64,0.994,-276.5,8,274,1.7,48.5,-80.6,9.83,-9.85,0.942,-140.0,7,0.948,48.2,不採用
"EMAクロス(5,20)",8,15,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,886,1.5,61.9,-512.8,7.97,-14.44,0.895,-526.3,6,339,1.7,62.8,-135.0,7.97,-14.54,0.926,-238.7,4,1.035,48.2,不採用
"MACDクロス(12,26,9)",10,5,ロンドン(16-21時),全曜日,なし,なし,4021,3.9,32.2,-742.1,9.97,-5.0,0.946,-938.9,15,1622,4.2,33.0,-94.7,9.98,-5.0,0.983,-245.0,15,1.039,48.2,不採用
"RSI逆張り(30,70)",8,10,東京(9-15時),全曜日,なし,レンジのみ,554,1.4,54.2,-140.0,8.0,-10.0,0.945,-284.0,8,218,1.5,53.2,-92.0,8.0,-10.0,0.91,-174.0,4,0.963,48.2,不採用
"EMAクロス(10,50)",20,5,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,486,1.5,21.0,13.4,18.95,-5.0,1.007,-287.0,33,187,1.6,19.8,-23.8,19.63,-5.0,0.968,-198.8,23,0.961,48.2,不採用
"RSI逆張り(25,75)",5,15,全時間,全曜日,なし,下降トレンドのみ,954,1.9,76.8,390.4,4.99,-14.77,1.12,-137.1,5,369,2.0,73.7,-95.0,5.0,-15.0,0.935,-150.0,4,0.835,48.1,不採用
"RSI逆張り(30,70)",20,10,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,638,1.6,31.0,-634.1,18.63,-9.82,0.853,-853.5,25,210,1.7,33.3,-62.5,18.82,-9.85,0.955,-280.0,10,1.12,48.1,不採用
"EMAクロス(10,50)",5,5,9時台,全曜日,なし,なし,483,1.2,47.6,-115.0,5.0,-5.0,0.909,-185.0,12,184,1.3,46.7,-60.0,5.0,-5.0,0.878,-75.0,10,0.966,48.0,不採用
"MACDクロス(12,26,9)",8,5,21時台,全曜日,なし,なし,970,1.4,38.7,21.5,7.95,-4.98,1.007,-194.0,13,382,1.4,37.2,-64.0,8.0,-5.0,0.947,-139.0,11,0.94,47.9,不採用
"RSI逆張り(30,70)",20,20,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,529,1.4,45.2,-868.2,18.56,-18.29,0.836,-942.8,9,170,1.4,47.1,-114.8,19.09,-18.25,0.93,-252.0,5,1.112,47.9,不採用
"EMAクロス(10,50)",5,20,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,409,1.2,79.2,-47.5,5.0,-19.62,0.972,-279.3,3,161,1.4,78.3,-70.0,5.0,-20.0,0.9,-190.0,3,0.926,47.8,不採用
"EMAクロス(10,50)",10,20,東京(9-15時),全曜日,なし,なし,1258,1.5,64.4,-661.0,9.97,-19.49,0.924,-726.8,5,501,1.6,65.9,-86.0,9.97,-19.75,0.975,-331.3,9,1.055,47.8,不採用
"EMAクロス(10,50)",15,5,東京(9-15時),全曜日,なし,なし,1855,2.2,25.5,153.6,14.93,-5.0,1.022,-296.4,18,704,2.2,24.6,-60.0,15.0,-5.0,0.977,-200.0,18,0.956,47.8,不採用
"EMAクロス(10,50)",8,10,全時間,全曜日,なし,下降トレンドのみ,1916,2.3,54.1,-416.9,7.97,-9.85,0.952,-550.7,10,840,2.6,54.8,-96.6,7.98,-9.92,0.974,-368.9,7,1.023,47.8,不採用
"RSI逆張り(30,70)",20,5,9時台,全曜日,なし,なし,564,1.3,26.4,892.8,19.92,-5.0,1.43,-145.0,21,205,1.3,20.0,0.0,20.0,-5.0,1.0,-195.0,17,0.699,47.8,過剰最適化疑い
"EMAクロス(5,20)",15,20,NY(21-23時),全曜日,なし,上昇トレンドのみ,453,1.2,55.8,269.7,13.87,-16.2,1.083,-170.0,5,173,1.2,55.5,-38.2,13.29,-17.07,0.971,-219.7,7,0.897,47.8,不採用
"EMAクロス(10,50)",5,5,ロンドン(16-21時),全曜日,なし,レンジのみ,496,1.5,47.8,-110.0,5.0,-5.0,0.915,-190.0,7,202,1.6,47.0,-55.8,5.0,-4.96,0.895,-105.0,10,0.978,47.8,不採用
トレンド押し目(EMA200+RSI40/60),15,20,全時間,全曜日,なし,レンジのみ,1913,1.9,54.3,-1482.8,14.48,-18.87,0.91,-2146.4,8,753,1.9,56.0,-153.4,14.63,-19.11,0.976,-518.7,5,1.073,47.7,不採用
"EMAクロス(5,20)",5,20,東京(9-15時),全曜日,なし,上昇トレンドのみ,955,1.6,74.9,-1179.8,5.0,-19.81,0.752,-1264.8,4,376,1.7,78.2,-170.0,5.0,-20.0,0.896,-345.0,3,1.191,47.7,不採用
"MACDクロス(12,26,9)",10,15,10時台,全曜日,なし,なし,782,1.1,58.2,-312.8,9.99,-14.85,0.936,-518.0,6,311,1.1,58.5,-110.5,9.95,-14.89,0.942,-240.0,5,1.006,47.7,不採用
"MACDクロス(12,26,9)",8,10,NY(21-23時),全曜日,なし,上昇トレンドのみ,724,1.6,55.8,71.7,7.83,-9.66,1.023,-284.3,6,278,1.7,53.6,-84.4,7.95,-9.83,0.933,-118.3,7,0.912,47.7,不採用
"MACDクロス(12,26,9)",5,20,東京(9-15時),全曜日,なし,下降トレンドのみ,1063,2.0,78.7,-320.3,5.0,-19.93,0.929,-450.0,4,460,2.3,78.9,-125.0,5.0,-20.0,0.936,-320.0,4,1.008,47.5,不採用
"RSI逆張り(25,75)",15,15,東京(9-15時),全曜日,なし,なし,794,1.4,50.9,153.2,14.81,-14.95,1.026,-378.1,8,303,1.5,49.5,-67.3,14.85,-15.0,0.971,-390.0,5,0.946,47.5,不採用
"EMAクロス(10,50)",5,15,10時台,全曜日,なし,なし,328,1.1,69.8,-340.0,5.0,-15.0,0.771,-440.0,5,112,1.1,70.5,-100.0,5.0,-15.0,0.798,-100.0,3,1.035,47.5,不採用
"EMAクロス(5,20)",15,10,21時台,全曜日,なし,上昇トレンドのみ,309,1.2,45.0,282.3,13.9,-9.7,1.171,-201.4,8,117,1.1,40.2,-22.9,13.89,-9.66,0.966,-140.4,9,0.825,47.5,過剰最適化疑い
"MACDクロス(12,26,9)",8,5,10時台,全曜日,なし,上昇トレンドのみ,359,1.2,35.1,-157.0,8.0,-5.0,0.865,-269.0,13,153,1.3,35.3,-63.0,8.0,-5.0,0.873,-96.0,9,1.009,47.5,不採用
"RSI逆張り(25,75)",20,20,東京(9-15時),全曜日,なし,なし,754,1.4,50.1,17.0,19.53,-19.59,1.002,-715.7,9,290,1.4,49.7,-59.5,19.62,-19.76,0.979,-524.4,6,0.977,47.5,不採用
"RSI逆張り(25,75)",15,5,全時間,全曜日,なし,下降トレンドのみ,1042,2.1,29.3,858.4,14.85,-4.98,1.234,-155.0,15,411,2.3,24.8,-15.0,15.0,-5.0,0.99,-220.0,19,0.802,47.4,過剰最適化疑い
"MACDクロス(12,26,9)",8,20,東京(9-15時),全曜日,なし,レンジのみ,1069,1.5,70.4,-193.9,7.99,-19.65,0.969,-504.6,4,408,1.6,70.3,-89.2,8.0,-19.71,0.963,-321.2,6,0.994,47.4,不採用
トレンド押し目(EMA200+RSI40/60),10,10,全時間,全曜日,なし,トレンド順方向のみ,2259,2.1,49.4,-264.3,9.85,-9.85,0.977,-737.7,9,879,2.2,49.4,-69.5,9.94,-9.85,0.984,-523.8,9,1.007,47.3,不採用
"MACDクロス(12,26,9)",10,10,東京(9-15時),全曜日,なし,なし,3576,3.4,48.7,-926.7,9.98,-9.99,0.949,-1387.2,11,1535,4.0,49.7,-85.7,10.0,-9.99,0.989,-465.7,11,1.042,47.3,不採用
"EMAクロス(5,20)",15,5,9時台,全曜日,なし,なし,878,1.4,25.3,43.5,14.97,-5.0,1.013,-230.0,16,329,1.5,24.3,-45.0,15.0,-5.0,0.964,-185.0,19,0.952,47.3,不採用
"EMAクロス(5,20)",15,15,ロンドン(16-21時),全曜日,なし,レンジのみ,569,1.2,51.8,335.0,14.57,-14.46,1.085,-221.4,7,234,1.4,49.6,-35.7,14.58,-14.64,0.979,-311.6,7,0.902,47.3,不採用
"MACDクロス(12,26,9)",10,5,22時台,全曜日,なし,なし,995,1.4,30.1,-586.1,9.61,-4.97,0.831,-714.5,23,385,1.5,32.2,-104.4,9.68,-5.0,0.92,-165.0,12,1.107,47.3,不採用
"MACDクロス(12,26,9)",15,15,16時台,全曜日,なし,上昇トレンドのみ,332,1.1,50.9,43.2,14.46,-14.72,1.018,-242.2,7,127,1.1,49.6,-55.0,14.3,-14.93,0.942,-172.8,6,0.925,47.3,不採用
"MACDクロス(12,26,9)",5,10,22時台,全曜日,なし,下降トレンドのみ,302,1.3,57.9,-392.8,4.94,-9.89,0.687,-488.2,7,116,1.3,61.2,-92.6,4.95,-9.86,0.791,-123.7,4,1.151,47.3,不採用
"RSI逆張り(30,70)",10,15,ロンドン(16-21時),全曜日,なし,なし,1294,1.6,59.0,-171.4,9.92,-14.62,0.978,-389.3,6,457,1.7,59.1,-82.5,9.98,-14.84,0.97,-425.0,6,0.992,47.2,不採用
"EMAクロス(10,50)",15,15,全時間,全曜日,なし,下降トレンドのみ,1662,2.0,50.5,499.3,14.65,-14.33,1.042,-364.4,10,735,2.3,49.7,-46.3,14.74,-14.66,0.991,-560.7,9,0.951,47.2,不採用
"RSI逆張り(30,70)",8,15,9時台,全曜日,なし,なし,492,1.1,64.6,-59.8,7.99,-14.94,0.977,-217.5,6,183,1.2,63.4,-65.2,8.0,-14.82,0.934,-247.0,5,0.956,47.1,不採用
"MACDクロス(12,26,9)",10,5,東京(9-15時),全曜日,なし,トレンド順方向のみ,1394,1.7,33.5,35.0,10.0,-5.0,1.008,-435.0,23,580,1.9,32.4,-80.0,10.0,-5.0,0.959,-165.0,12,0.951,47.0,不採用
"MACDクロス(12,26,9)",10,5,22時台,全曜日,なし,上昇トレンドのみ,446,1.3,30.5,-266.3,9.35,-4.96,0.827,-320.0,13,176,1.5,31.2,-76.8,9.6,-5.0,0.873,-107.3,10,1.056,47.0,不採用
トレンド押し目(EMA200+RSI40/60),15,15,NY(21-23時),全曜日,なし,なし,467,1.2,49.0,-175.6,13.6,-13.83,0.947,-371.5,8,205,1.2,46.8,-49.9,14.64,-13.35,0.966,-298.2,11,1.02,47.0,不採用
"MACDクロス(12,26,9)",5,10,10時台,全曜日,なし,なし,836,1.2,64.5,-275.0,5.0,-10.0,0.907,-320.0,4,343,1.2,64.1,-130.0,5.0,-10.0,0.894,-175.0,4,0.986,47.0,不採用
"EMAクロス(5,20)",15,5,22時台,全曜日,なし,上昇トレンドのみ,321,1.4,23.4,-205.6,13.46,-4.94,0.831,-235.5,19,131,1.4,24.4,-53.8,13.79,-5.0,0.891,-123.3,17,1.072,47.0,不採用
"MACDクロス(12,26,9)",5,20,東京(9-15時),全曜日,なし,トレンド順方向のみ,1256,1.6,79.0,-255.9,5.0,-19.74,0.951,-475.0,4,526,1.7,78.9,-141.8,4.99,-19.92,0.936,-365.0,3,0.984,46.9,不採用
"MACDクロス(12,26,9)",8,5,22時台,全曜日,なし,なし,998,1.4,34.1,-598.2,7.86,-4.97,0.817,-679.4,15,386,1.5,36.5,-113.1,7.88,-5.0,0.908,-157.3,11,1.111,46.9,不採用
"EMAクロス(5,20)",5,20,東京(9-15時),全曜日,なし,トレンド順方向のみ,951,1.4,78.2,-341.0,4.99,-19.58,0.916,-436.7,6,361,1.5,78.4,-141.3,4.99,-19.93,0.909,-244.3,3,0.992,46.9,不採用
"MACDクロス(12,26,9)",8,5,10時台,全曜日,なし,なし,914,1.3,36.4,-241.0,8.0,-5.0,0.917,-350.0,15,372,1.3,36.6,-92.0,8.0,-5.0,0.922,-133.0,12,1.005,46.9,不採用
"MACDクロス(12,26,9)",10,20,NY(21-23時),全曜日,なし,下降トレンドのみ,457,1.4,61.1,-426.7,9.86,-17.85,0.866,-444.4,6,179,1.4,63.1,-99.9,9.92,-18.5,0.918,-266.7,5,1.06,46.8,不採用
"MACDクロス(12,26,9)",10,15,東京(9-15時),全曜日,なし,下降トレンドのみ,1012,1.9,59.7,-71.0,9.98,-14.94,0.988,-510.5,8,452,2.2,58.8,-126.8,9.99,-14.97,0.954,-249.6,5,0.966,46.7,不採用
"MACDクロス(12,26,9)",20,10,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,966,2.0,35.5,397.8,19.24,-9.96,1.064,-269.1,14,374,2.1,33.4,-30.3,19.65,-9.99,0.988,-383.9,12,0.929,46.7,不採用
"EMAクロス(5,20)",5,5,NY(21-23時),全曜日,なし,レンジのみ,374,1.5,50.3,8.8,4.97,-4.98,1.009,-81.2,7,161,1.8,46.6,-55.0,5.0,-5.0,0.872,-90.0,6,0.864,46.7,不採用
トレンド押し目(EMA200+RSI40/60),20,5,全時間,全曜日,なし,レンジのみ,2943,2.9,19.9,-569.2,19.09,-4.99,0.952,-870.2,37,1154,3.0,20.4,-67.0,19.21,-4.98,0.985,-446.2,27,1.035,46.7,不採用
"RSI逆張り(30,70)",15,15,16時台,全曜日,なし,なし,366,1.1,51.6,142.8,14.51,-14.69,1.055,-282.4,5,112,1.1,48.2,-50.5,14.86,-14.71,0.941,-195.0,5,0.892,46.7,不採用
"RSI逆張り(30,70)",8,5,22時台,全曜日,なし,なし,516,1.3,34.7,-284.3,7.83,-5.0,0.831,-297.2,12,171,1.3,35.1,-75.0,8.0,-5.0,0.865,-133.0,7,1.041,46.6,不採用
"RSI逆張り(30,70)",20,10,ロンドン(16-21時),全曜日,なし,なし,1404,1.8,33.5,-300.8,19.0,-9.88,0.967,-731.6,23,500,1.9,33.6,-64.7,19.22,-9.92,0.98,-450.0,11,1.013,46.6,不採用
"EMAクロス(5,20)",20,5,ロンドン(16-21時),全曜日,なし,レンジのみ,828,1.8,22.3,369.0,19.37,-5.0,1.115,-250.0,22,336,1.9,20.2,-29.2,19.28,-5.0,0.978,-212.4,27,0.877,46.6,不採用
"EMAクロス(5,20)",20,15,ロンドン(16-21時),全曜日,なし,レンジのみ,552,1.2,45.3,355.4,18.93,-14.49,1.081,-333.2,11,232,1.3,43.1,-26.2,19.11,-14.68,0.986,-393.9,9,0.912,46.6,不採用
"EMAクロス(5,20)",10,5,ロンドン(16-21時),全曜日,なし,レンジのみ,844,1.9,36.0,328.2,9.96,-5.0,1.122,-130.0,13,337,1.9,32.6,-46.7,9.89,-5.0,0.959,-140.0,14,0.855,46.5,不採用
"EMAクロス(10,50)",5,5,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,489,1.5,50.5,25.0,5.0,-5.0,1.021,-145.0,9,188,1.6,47.3,-50.0,5.0,-5.0,0.899,-110.0,8,0.881,46.4,不採用
"RSI逆張り(25,75)",5,10,東京(9-15時),全曜日,なし,上昇トレンドのみ,376,1.5,63.6,-175.0,5.0,-10.0,0.872,-230.0,3,131,1.5,62.6,-80.0,5.0,-10.0,0.837,-115.0,4,0.96,46.4,不採用
"RSI逆張り(30,70)",10,10,ロンドン(16-21時),全曜日,なし,レンジのみ,359,1.2,54.3,303.9,9.93,-9.96,1.186,-133.1,8,125,1.4,48.0,-50.0,10.0,-10.0,0.923,-110.0,6,0.778,46.3,過剰最適化疑い
トレンド押し目(EMA200+RSI40/60),5,5,21時台,全曜日,なし,なし,327,1.2,48.3,-55.9,4.97,-4.98,0.934,-99.7,7,116,1.2,46.6,-40.0,5.0,-5.0,0.871,-90.0,9,0.933,46.3,不採用
"EMAクロス(10,50)",5,20,東京(9-15時),全曜日,なし,トレンド順方向のみ,326,1.1,74.2,-463.5,4.98,-19.88,0.722,-555.0,4,121,1.2,76.0,-105.7,5.0,-19.51,0.813,-150.0,4,1.126,46.2,不採用
"EMAクロス(10,50)",10,15,ロンドン(16-21時),全曜日,なし,レンジのみ,392,1.2,59.7,-19.2,9.84,-14.7,0.992,-261.2,6,171,1.3,57.3,-82.1,9.91,-14.43,0.922,-229.2,4,0.929,46.1,不採用
"MACDクロス(12,26,9)",5,15,ロンドン(16-21時),全曜日,なし,なし,3220,3.1,73.0,-1119.4,5.0,-14.79,0.913,-1248.2,7,1279,3.3,74.1,-171.3,5.0,-14.84,0.965,-375.0,6,1.057,46.1,不採用
"MACDクロス(12,26,9)",8,20,東京(9-15時),全曜日,なし,上昇トレンドのみ,1174,1.8,68.3,-913.0,8.0,-19.7,0.875,-1185.0,6,450,1.9,69.8,-167.5,8.0,-19.7,0.937,-317.6,5,1.071,46.1,不採用
"RSI逆張り(30,70)",10,5,全時間,全曜日,なし,下降トレンドのみ,2226,3.2,33.2,-55.0,9.96,-4.99,0.993,-390.5,24,882,3.3,32.9,-60.0,10.0,-5.0,0.98,-345.0,20,0.987,46.1,不採用
"EMAクロス(10,50)",5,5,16時台,全曜日,なし,なし,382,1.2,46.9,-120.0,5.0,-5.0,0.882,-210.0,7,141,1.2,46.1,-55.0,5.0,-5.0,0.855,-80.0,11,0.969,46.0,不採用
"EMAクロス(5,20)",10,5,NY(21-23時),全曜日,なし,レンジのみ,372,1.5,36.0,133.5,9.85,-4.99,1.113,-100.0,10,161,1.8,31.1,-54.4,10.0,-4.99,0.902,-84.4,8,0.81,46.0,不採用
"RSI逆張り(25,75)",8,15,全時間,全曜日,なし,下降トレンドのみ,941,1.9,66.5,327.8,7.96,-14.77,1.07,-214.0,8,365,2.0,64.1,-84.5,7.99,-14.92,0.957,-224.8,6,0.894,46.0,不採用
"RSI逆張り(30,70)",20,5,全時間,全曜日,なし,レンジのみ,1918,2.2,21.8,411.9,18.86,-5.0,1.055,-370.0,22,726,2.2,20.8,-46.2,18.72,-5.0,0.984,-298.5,25,0.933,46.0,不採用
"MACDクロス(12,26,9)",8,15,22時台,全曜日,なし,なし,850,1.2,58.9,-744.9,7.74,-13.25,0.839,-836.1,6,324,1.2,61.7,-158.8,7.9,-14.02,0.909,-234.1,5,1.083,46.0,不採用
"MACDクロス(12,26,9)",5,10,東京(9-15時),全曜日,なし,上昇トレンドのみ,1568,2.4,63.8,-665.0,5.0,-10.0,0.883,-810.0,6,640,2.7,64.8,-175.0,5.0,-10.0,0.922,-335.0,4,1.044,45.9,不採用
トレンド押し目(EMA200+RSI40/60),8,10,全時間,全曜日,なし,なし,4489,3.8,53.4,-1589.2,7.96,-9.88,0.923,-2013.9,13,1810,4.1,55.1,-122.4,7.97,-9.92,0.985,-558.6,10,1.067,45.9,不採用
"EMAクロス(5,20)",20,15,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,667,1.5,45.0,324.0,19.01,-14.66,1.06,-258.0,8,270,1.6,43.3,-44.2,18.96,-14.79,0.98,-350.5,9,0.925,45.8,不採用
"EMAクロス(10,50)",5,15,東京(9-15時),全曜日,なし,上昇トレンドのみ,541,1.3,72.1,-315.0,5.0,-15.0,0.861,-530.0,6,229,1.3,72.1,-120.7,5.0,-14.78,0.872,-185.7,4,1.013,45.8,不採用
"MACDクロス(12,26,9)",15,10,NY(21-23時),全曜日,なし,レンジのみ,422,1.4,39.1,-211.2,13.82,-9.69,0.915,-379.9,9,165,1.4,37.6,-96.3,14.42,-9.62,0.903,-154.4,6,0.987,45.8,不採用
"RSI逆張り(30,70)",15,10,NY(21-23時),全曜日,なし,なし,874,1.4,40.0,-271.8,13.73,-9.69,0.946,-410.6,9,294,1.4,40.1,-62.7,14.12,-9.82,0.964,-321.9,12,1.019,45.7,不採用
"RSI逆張り(30,70)",15,10,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,644,1.7,37.6,-457.1,14.5,-9.87,0.885,-738.1,18,210,1.7,38.6,-71.8,14.79,-9.84,0.943,-290.0,10,1.066,45.7,不採用
"RSI逆張り(30,70)",5,20,全時間,全曜日,なし,なし,5593,4.8,79.0,-481.6,4.99,-19.2,0.979,-906.8,5,2188,5.0,79.3,-207.0,5.0,-19.54,0.977,-690.9,4,0.998,45.7,不採用
"EMAクロス(5,20)",15,15,東京(9-15時),全曜日,なし,上昇トレンドのみ,838,1.4,47.1,-708.2,14.86,-14.85,0.892,-828.2,9,346,1.5,48.8,-91.7,15.0,-14.84,0.965,-348.7,12,1.082,45.7,不採用
"EMAクロス(10,50)",8,5,16時台,全曜日,なし,なし,382,1.2,36.1,-116.0,8.0,-5.0,0.905,-256.0,12,141,1.2,35.5,-56.8,7.96,-5.0,0.875,-91.0,13,0.967,45.6,不採用
"EMAクロス(5,20)",20,10,NY(21-23時),全曜日,なし,上昇トレンドのみ,543,1.4,38.1,399.4,17.41,-9.54,1.125,-250.0,12,203,1.4,36.0,-43.4,16.62,-9.67,0.965,-177.3,11,0.858,45.6,不採用
"MACDクロス(12,26,9)",10,15,NY(21-23時),全曜日,なし,トレンド順方向のみ,585,1.2,58.3,-77.6,9.46,-13.53,0.976,-322.7,7,233,1.1,58.4,-94.0,9.72,-14.59,0.934,-217.1,6,0.957,45.6,不採用
"EMAクロス(10,50)",5,5,東京(9-15時),全曜日,なし,下降トレンドのみ,562,1.6,47.9,-120.0,5.0,-5.0,0.918,-155.0,11,206,1.6,46.6,-70.0,5.0,-5.0,0.873,-110.0,8,0.951,45.6,不採用
"EMAクロス(5,20)",8,20,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,679,1.5,68.8,-378.9,7.95,-19.3,0.907,-544.2,5,284,1.7,69.7,-125.1,7.94,-19.72,0.926,-392.0,4,1.021,45.6,不採用
